Outbreak,Outbreak Time,Outbreak Chicken,Outbreak Duck,Outbreak Time Chicken,Outbreak Time Duck,Peak Size Whole,Peak Time Whole,Peak Size Chicken,Peak Time Chicken,Peak Size Duck,Peak Time Duck,Final Size Chicken,Final Size Duck,End Time,Detection Time Sentinel,Detection Time Random
False,,False,False,,,1.0,1.956452510906241,1.0,1.956452510906241,0.0,0.0,1.0,0.0,2.668618559142872,,
False,,False,False,,,1.0,1.9456139582421599,1.0,1.9456139582421599,0.0,0.0,1.0,0.0,2.1810823584620413,,
False,,False,False,,,2.0,19.91166955891748,1.0,0.8492255747326886,2.0,19.91166955891748,2.0,3.0,26.734425180102964,,
False,,False,False,,,1.0,0.9916517171195429,1.0,0.9916517171195429,0.0,0.0,1.0,0.0,5.058655195954875,,
False,,False,False,,,1.0,0.03430992241383949,1.0,0.03430992241383949,0.0,0.0,1.0,0.0,1.0430012512929665,,
False,,False,False,,,2.0,4.687662306692893,2.0,4.687662306692893,0.0,0.0,2.0,0.0,10.99505716280266,,
False,,False,False,,,1.0,0.475700177401294,1.0,0.475700177401294,0.0,0.0,1.0,0.0,1.426494995204318,,
False,,False,False,,,1.0,0.0691098775600269,1.0,0.0691098775600269,0.0,0.0,1.0,0.0,1.0258650735479693,,
False,,False,False,,,2.0,2.009447107530862,2.0,2.009447107530862,0.0,0.0,2.0,0.0,4.329616721022362,,
False,,False,False,,,2.0,6.334066768724627,2.0,6.334066768724627,0.0,0.0,2.0,0.0,9.720442318047796,,
False,,False,False,,,1.0,0.07362869823405142,1.0,0.07362869823405142,0.0,0.0,1.0,0.0,0.7759322379649416,,
False,,False,False,,,1.0,0.07292824459813857,1.0,0.07292824459813857,0.0,0.0,1.0,0.0,0.5128637412881129,,
False,,False,False,,,1.0,4.792548602822477,1.0,4.792548602822477,0.0,0.0,1.0,0.0,8.241606441130966,,
True,5.381727301446083,True,True,48.52505567045504,19.738941243292246,163.0,68.18357562493084,16.0,133.00471752332925,156.0,68.18357562493084,104.0,1090.0,138.78932327987096,56,49
True,12.428662919298725,True,True,45.66807010199734,12.428662919298725,129.0,52.35980302533212,11.0,124.85686524601016,126.0,52.35980302533212,78.0,977.0,134.08817637716933,42,
False,,False,False,,,1.0,0.8529316034161489,1.0,0.8529316034161489,0.0,0.0,1.0,0.0,1.8557025710140036,,
False,,False,False,,,1.0,1.9219764767916423,1.0,1.9219764767916423,0.0,0.0,1.0,0.0,4.449358620074372,,
True,8.73922592573251,True,True,25.739790875074707,9.014273823128171,139.0,42.87696566203743,12.0,105.67392300067144,135.0,50.71885161401748,83.0,1010.0,151.29523144874432,63,
False,,False,False,,,1.0,1.5904647740469564,1.0,1.5904647740469564,0.0,0.0,1.0,0.0,1.8507292038429966,,
True,21.073265433146485,False,True,,21.073265433146485,6.0,22.33667940644082,2.0,3.882324966346649,6.0,22.33667940644082,2.0,9.0,27.793377184133362,,
False,,False,False,,,1.0,1.6011895907000664,1.0,1.6011895907000664,0.0,0.0,1.0,0.0,2.6172326213553374,,
False,,False,False,,,1.0,0.576027644968147,1.0,0.576027644968147,0.0,0.0,1.0,0.0,3.8347119551720708,,
True,9.906492406457675,False,False,,,5.0,9.906492406457675,1.0,0.46165526583857874,4.0,9.906492406457675,4.0,4.0,13.261772960576648,,
False,,False,False,,,1.0,0.4164612429988472,1.0,0.4164612429988472,0.0,0.0,1.0,0.0,0.6654981286123414,,
True,7.100756153525277,True,True,35.05563364079139,7.744269693455648,205.0,49.244605129125496,16.0,78.14840518396578,195.0,49.42883834052191,92.0,1141.0,98.30807474122567,28,
False,,False,False,,,1.0,0.17835048366506367,1.0,0.17835048366506367,0.0,0.0,1.0,0.0,3.162590318895461,,
False,,False,False,,,1.0,0.24921197455732116,1.0,0.24921197455732116,0.0,0.0,1.0,0.0,1.763657059003748,,
False,,False,False,,,1.0,0.979039003907977,1.0,0.979039003907977,0.0,0.0,1.0,0.0,3.4501136477231267,,
False,,False,False,,,1.0,0.24139038282538164,1.0,0.24139038282538164,0.0,0.0,1.0,0.0,0.24941249224634124,,
