Outbreak,Outbreak Time,Outbreak Chicken,Outbreak Duck,Outbreak Time Chicken,Outbreak Time Duck,Peak Size Whole,Peak Time Whole,Peak Size Chicken,Peak Time Chicken,Peak Size Duck,Peak Time Duck,Final Size Chicken,Final Size Duck,End Time,Detection Time Sentinel,Detection Time Random
True,7.3936904184962415,True,True,7.3936904184962415,9.535285743286611,1314.0,29.33093860481801,539.0,59.94909135423154,795.0,31.912125409685753,2705.0,2831.0,76.75133399767783,28,
True,5.727439622339315,True,True,5.727439622339315,10.137686860583438,1272.0,32.07394209286771,533.0,62.76013208012877,755.0,32.160763085232944,2674.0,2834.0,79.4894106613705,21,
False,,False,False,,,1.0,0.034869655019837624,1.0,0.034869655019837624,0.0,0.0,1.0,0.0,1.533418351542346,,
True,4.967239446609023,True,True,5.050557912120776,8.02005361290582,1293.0,32.759925860538495,525.0,62.40541231355153,775.0,32.759925860538495,2655.0,2831.0,78.48320697396873,28,28
False,,False,False,,,1.0,1.8836551381998181,1.0,1.8836551381998181,0.0,0.0,2.0,0.0,4.1097456997930175,,
False,,False,False,,,1.0,1.343314226763878,1.0,1.343314226763878,0.0,0.0,1.0,0.0,3.7999117389419386,,
False,,False,False,,,1.0,3.029838006496574,1.0,3.029838006496574,0.0,0.0,1.0,0.0,3.4460004128631194,,
True,10.254230795951369,True,True,13.628051895177986,10.254230795951369,1256.0,34.45264486755554,532.0,70.02471779080318,743.0,35.11827405523226,2648.0,2791.0,71.01630890245826,28,
False,,False,False,,,1.0,1.628014034479186,1.0,1.628014034479186,0.0,0.0,2.0,0.0,8.330586052845868,,
False,,False,False,,,1.0,1.7723797405509472,1.0,1.7723797405509472,0.0,0.0,1.0,0.0,2.632544778697236,,
False,,False,False,,,1.0,1.7116596561585469,1.0,1.7116596561585469,0.0,0.0,1.0,0.0,3.000285625667396,,
False,,False,False,,,1.0,0.9162836095307167,1.0,0.9162836095307167,0.0,0.0,1.0,0.0,1.052709075374444,,
True,7.243390247452428,True,True,13.346908474000445,10.9689386207682,1370.0,35.93836575196897,549.0,67.55955049168162,848.0,36.37625379133509,2717.0,2874.0,80.95055207794407,21,
True,6.299306801767278,True,True,7.375514743183445,6.887056298412641,1308.0,29.92457387758658,556.0,54.25902824805456,773.0,29.924230492561687,2690.0,2826.0,70.94184934753508,14,35
False,,False,False,,,2.0,2.593401366320069,2.0,2.593401366320069,0.0,0.0,2.0,0.0,3.8254622927876794,,
False,,False,False,,,1.0,1.586063367654841,1.0,1.586063367654841,0.0,0.0,1.0,0.0,3.678822577811136,,
False,,False,False,,,1.0,0.8843616056830147,1.0,0.8843616056830147,0.0,0.0,1.0,0.0,1.6296829990466422,,
False,,False,False,,,1.0,0.014976389381710966,1.0,0.014976389381710966,0.0,0.0,1.0,0.0,1.0271065606007648,,
True,5.305955351635987,True,True,6.563367756996801,8.942090784044497,1487.0,33.96078616384019,626.0,61.88409983916035,866.0,33.83548568485497,2763.0,2839.0,78.70760523452401,14,
True,18.67796011176278,True,True,23.044021458968782,18.67796011176278,1252.0,41.74127289135786,553.0,86.18800504216298,729.0,43.22392541383528,2664.0,2810.0,89.71555352265507,35,42
True,2.990713835099614,True,True,3.984458859490319,4.475959630026895,1328.0,25.795272230966525,549.0,49.99681970715408,790.0,24.961876279918233,2687.0,2831.0,79.1013323159982,21,
False,,False,False,,,1.0,0.408392177023223,1.0,0.408392177023223,0.0,0.0,1.0,0.0,0.48933026739707297,,
False,,False,False,,,1.0,0.5311165067106424,1.0,0.5311165067106424,0.0,0.0,1.0,0.0,2.8197302574593075,,
True,4.764124379875809,True,True,5.599618311333212,7.358591738170084,1219.0,30.08985687997095,569.0,67.21950753773737,660.0,29.197803347558665,2692.0,2812.0,84.64114670876063,14,
False,,False,False,,,1.0,1.0242822802144613,1.0,1.0242822802144613,0.0,0.0,1.0,0.0,3.002104749997982,,
False,,False,False,,,1.0,0.6224293859205323,1.0,0.6224293859205323,0.0,0.0,1.0,0.0,0.6409267007351374,,
True,7.318019303965357,True,True,7.318019303965357,9.520659724466496,1240.0,30.415588347329745,473.0,53.47829053481527,779.0,31.249491493734926,2633.0,2820.0,74.19503503549197,14,
False,,False,False,,,1.0,3.0347866979979146,1.0,3.0347866979979146,0.0,0.0,1.0,0.0,3.6808537447456544,,
False,,False,False,,,1.0,3.2894102596987844,1.0,3.2894102596987844,0.0,0.0,1.0,0.0,3.99132372794739,,
True,4.825426040845023,True,True,4.957886818014684,7.922606155662522,1217.0,26.70352540512769,520.0,51.51216490462602,710.0,26.93698102102294,2674.0,2826.0,75.2587745924475,7,
False,,False,False,,,1.0,0.6217242087292039,1.0,0.6217242087292039,0.0,0.0,1.0,0.0,0.6611096776032989,,
False,,False,False,,,1.0,0.256214775152368,1.0,0.256214775152368,0.0,0.0,1.0,0.0,1.62238905443089,,
False,,False,False,,,1.0,0.705432833064648,1.0,0.705432833064648,0.0,0.0,1.0,0.0,1.4048694974481193,,
False,,False,False,,,1.0,1.8412389067022923,1.0,1.8412389067022923,0.0,0.0,1.0,0.0,1.949369573805005,,
False,,False,False,,,1.0,0.10357612389296639,1.0,0.10357612389296639,0.0,0.0,1.0,0.0,1.0331133790012657,,
True,3.976709762526191,True,True,12.200417259623972,15.521365011145893,1253.0,36.59807651939055,519.0,68.59992076739297,752.0,35.534224975599535,2658.0,2807.0,82.16612052752615,21,35
True,3.90006427729414,True,True,6.439549987819219,5.123908902894173,1290.0,27.440049576369614,538.0,51.33452255359159,770.0,27.52872528350424,2678.0,2836.0,75.78783331606317,14,21
True,8.552570432881717,True,True,11.197263829741612,10.031786805783513,1376.0,32.1895063068035,570.0,61.39602584338951,817.0,32.18549426285825,2687.0,2842.0,78.39751086839755,21,49
False,,False,False,,,1.0,0.7568230593843374,1.0,0.7568230593843374,0.0,0.0,2.0,0.0,3.3915319300033797,,
True,7.180238387901411,True,True,7.5592391121197595,9.850593387498026,1310.0,33.07245660500676,545.0,70.43224300895474,785.0,32.37682697274172,2732.0,2833.0,78.34067770723554,28,
True,6.821750519208781,True,True,6.821750519208781,12.130140269463393,1163.0,34.87551652053295,479.0,74.45286720393568,698.0,34.95020683148045,2651.0,2806.0,91.71644205663767,28,49
True,5.815825448992797,True,True,8.576654153109764,7.193511833217958,1362.0,29.78619995056058,554.0,55.97860832697437,830.0,29.797618016220493,2682.0,2825.0,83.12241418101989,21,
True,7.468067965640412,True,True,7.574543315084137,11.762847440530612,1241.0,33.080310222256294,510.0,66.26768507584134,744.0,32.39692684084337,2617.0,2824.0,91.74649095561715,21,
False,,False,False,,,3.0,7.4333684870791625,3.0,7.4333684870791625,0.0,0.0,4.0,0.0,11.305140400724914,,
False,,False,False,,,2.0,3.5700752648411496,2.0,3.5700752648411496,0.0,0.0,2.0,0.0,7.275367438946201,,
True,6.302760026207407,True,True,8.325595367076,9.620786238535846,1378.0,32.543835736944196,561.0,63.59465426555926,829.0,31.94995967939441,2694.0,2851.0,84.26781637576578,28,
False,,False,False,,,2.0,4.203433030961409,2.0,8.675689338473376,1.0,4.203433030961409,3.0,1.0,9.089039728319095,,
True,6.7668897845242,True,True,7.385427325773655,8.85680332175856,1301.0,32.438948427307906,528.0,58.55070754185502,786.0,32.395521124756755,2691.0,2842.0,81.54827270070335,21,
False,,False,False,,,1.0,0.1556520351205142,1.0,0.1556520351205142,0.0,0.0,1.0,0.0,2.2908789389054127,,
True,21.586677826352403,True,True,21.66102773088562,25.90428214655995,1276.0,48.23433066354636,505.0,87.61690980774516,800.0,48.49157219141567,2643.0,2839.0,91.40609014454733,35,
False,,False,False,,,1.0,4.035594505709064,1.0,4.035594505709064,0.0,0.0,1.0,0.0,4.040486825054781,,
False,,False,False,,,1.0,0.08243684683601474,1.0,0.08243684683601474,0.0,0.0,1.0,0.0,0.23978830179500027,,
True,16.249285759622605,True,True,17.09382545929151,21.49839191110961,1271.0,42.44416876072331,501.0,78.91903096685914,787.0,42.20054463426554,2701.0,2819.0,93.61568969349729,28,
True,5.191133475575283,True,True,5.191133475575283,9.029231043946915,1263.0,29.927084802149096,531.0,59.50691267676308,781.0,32.17013785815362,2664.0,2833.0,84.23123510485486,21,
False,,False,False,,,1.0,0.5712651754879009,1.0,0.5712651754879009,0.0,0.0,1.0,0.0,2.5320876643726833,,
True,7.287117679217386,True,True,15.741168493610433,7.783432569237717,1316.0,32.95269784161719,565.0,68.14843284193697,782.0,31.591942158691428,2705.0,2820.0,77.04934266792151,28,
True,5.698708365278082,True,False,5.865635303030555,,6.0,5.865635303030555,5.0,5.865635303030555,2.0,6.3600484943071764,8.0,3.0,10.967111367178648,,
False,,False,False,,,1.0,0.23223796020202636,1.0,0.23223796020202636,0.0,0.0,1.0,0.0,0.4888031910137478,,
True,4.199753293729842,True,True,9.98414534362941,5.458634580137453,1337.0,30.300841018976143,579.0,61.90724553300524,771.0,30.276920620543386,2676.0,2819.0,74.32596604908156,21,28
False,,False,False,,,2.0,4.025752972947887,2.0,4.025752972947887,1.0,7.435010673546113,4.0,1.0,7.455120675597861,,
False,,False,False,,,1.0,0.33927607902915674,1.0,0.33927607902915674,0.0,0.0,1.0,0.0,1.8648696073505813,,
