Outbreak,Outbreak Time,Outbreak Chicken,Outbreak Duck,Outbreak Time Chicken,Outbreak Time Duck,Peak Size Whole,Peak Time Whole,Peak Size Chicken,Peak Time Chicken,Peak Size Duck,Peak Time Duck,Final Size Chicken,Final Size Duck,End Time,Detection Time Sentinel,Detection Time Random
True,8.262074562912566,True,True,8.262074562912566,20.98721483558307,666.0,29.518042827045967,638.0,57.701384811299704,48.0,31.5706472495591,2542.0,185.0,70.04951958372982,21,21
False,,False,False,,,1.0,0.41320076130951744,1.0,0.41320076130951744,0.0,0.0,1.0,0.0,0.4314457749524358,,
False,,False,False,,,1.0,2.1014347304231227,1.0,2.1014347304231227,0.0,0.0,1.0,0.0,2.1589139685789,,
True,7.274307669996795,True,True,7.274307669996795,19.58899458713337,610.0,28.774445780816723,585.0,54.87124967548099,60.0,32.97511604280416,2532.0,188.0,64.98448315715498,21,21
True,3.973109893816704,True,True,5.659731783351434,11.368552666009561,689.0,22.823418862097288,647.0,42.97332554349184,65.0,25.9649106958968,2590.0,188.0,56.329453557008236,14,7
False,,False,False,,,2.0,1.3713019138375646,2.0,1.3713019138375646,0.0,0.0,2.0,0.0,4.204802396701565,,
True,6.443064676163604,True,True,6.443064676163604,13.92461078438408,675.0,22.58856191854065,637.0,42.250560638282295,50.0,28.840623282847545,2543.0,194.0,64.35650166638773,14,7
True,3.0882460835509704,True,True,3.0882460835509704,11.653762950244184,686.0,20.848452602866995,658.0,42.51781871642758,43.0,23.346897522255848,2560.0,184.0,64.34058575866176,14,14
True,4.790478889059537,True,True,4.790478889059537,10.50998762758312,652.0,23.406646493839173,612.0,46.365495575974286,57.0,27.537533818212996,2515.0,199.0,58.99851046614616,14,21
False,,False,False,,,1.0,1.1767302751538788,1.0,1.1767302751538788,0.0,0.0,1.0,0.0,3.5446710766813627,,
True,4.4725006531686615,True,True,4.4725006531686615,14.217988974895084,691.0,21.870192932605548,651.0,43.30904052056202,54.0,23.69147750534201,2549.0,203.0,63.3989984090625,14,21
True,6.3071677962716395,True,True,6.3071677962716395,15.718819050283873,660.0,22.22756333812495,623.0,42.89173996921171,66.0,28.511579583358223,2561.0,201.0,63.90113420968509,14,14
True,6.1637682742067,True,True,6.1637682742067,16.292672374329616,662.0,24.470241399463667,624.0,50.00609360020504,57.0,28.98600635045071,2555.0,207.0,65.63953671915024,14,14
False,,False,False,,,1.0,0.962647548187292,1.0,0.962647548187292,0.0,0.0,1.0,0.0,1.4968178700742556,,
True,3.094186257454129,True,True,4.692245015585383,14.28283474943543,668.0,20.10630343097021,631.0,41.970500474033415,60.0,23.755719122875384,2540.0,192.0,59.04862097748116,14,14
True,4.054088238552003,True,True,4.054088238552003,13.971846677145654,681.0,23.07209069852579,645.0,42.91430689415235,66.0,27.711128425162713,2568.0,194.0,65.4244047054856,14,14
True,6.677709746259882,True,True,7.76581554511582,17.88822806829822,694.0,27.44527469489404,651.0,52.2948800989037,68.0,31.214252710200018,2559.0,194.0,70.50479875882095,21,21
True,4.212819467891997,True,True,4.212819467891997,15.607090580738806,707.0,23.879453694790378,650.0,44.901981819456324,73.0,24.61533102262956,2542.0,214.0,56.20060815165954,14,21
False,,False,False,,,1.0,0.013410568211315456,1.0,0.013410568211315456,0.0,0.0,1.0,0.0,1.2666579012644374,,
True,6.002453260236815,True,True,6.0539088413025715,15.061699372575749,683.0,24.129571010180147,642.0,47.98987976578749,56.0,27.194025886247136,2563.0,188.0,61.061279735403595,14,7
True,5.550119377064154,True,True,5.550119377064154,17.130640246704278,668.0,23.918482342241965,625.0,47.86264741898613,61.0,27.362113355691623,2528.0,188.0,62.84306221487492,14,21
True,6.696009446289762,True,True,6.696009446289762,11.120076291329246,702.0,23.773905921226127,655.0,46.01069186914957,55.0,25.71589475114986,2581.0,204.0,66.38540230924987,14,21
True,3.740725405618554,True,True,3.740725405618554,12.548267859431231,705.0,19.87222266154631,665.0,41.18781238847589,65.0,25.060331948666853,2571.0,204.0,54.12506665809849,14,14
False,,False,False,,,1.0,0.040611389699730854,1.0,0.040611389699730854,0.0,0.0,2.0,0.0,1.2494455716774828,,
False,,False,False,,,1.0,1.1221009880632795,1.0,1.1221009880632795,0.0,0.0,1.0,0.0,3.532570011818671,,
False,,False,False,,,1.0,2.658924365508607,1.0,2.658924365508607,0.0,0.0,1.0,0.0,3.4890605587804644,,
False,,False,False,,,1.0,0.35899451141755606,1.0,0.35899451141755606,0.0,0.0,1.0,0.0,1.2953567454545525,,
False,,False,False,,,1.0,0.7706285657995378,1.0,0.7706285657995378,0.0,0.0,1.0,0.0,2.1548685240068193,,
True,5.847746757706987,True,True,5.847746757706987,12.5314486536171,689.0,23.48103585749751,638.0,44.674087422260854,67.0,26.637352008064997,2568.0,200.0,71.91065641669888,7,21
False,,False,False,,,2.0,2.6401442859461772,2.0,2.6401442859461772,0.0,0.0,3.0,0.0,9.228178793189764,,
False,,False,False,,,1.0,0.3961901331971672,1.0,0.3961901331971672,0.0,0.0,1.0,0.0,2.841552086248551,,
False,,False,False,,,1.0,2.1857496332256865,1.0,2.1857496332256865,0.0,0.0,1.0,0.0,2.564336942728602,,
False,,False,False,,,1.0,1.5260395293221976,1.0,1.5260395293221976,0.0,0.0,1.0,0.0,2.1427529477674385,,
True,2.7638923476629187,True,True,2.7638923476629187,12.652540524499768,643.0,22.17199655648068,605.0,46.1472196118613,53.0,24.22183682554782,2544.0,195.0,53.76720794702392,14,14
True,4.582306197781516,True,True,4.582306197781516,14.911471779283001,653.0,22.62805562906453,602.0,46.05264159658104,63.0,24.99934658522867,2554.0,193.0,56.61694690594754,14,14
True,4.316510358831894,True,True,4.316510358831894,14.455350382779738,693.0,22.66689379775633,658.0,46.095966910773605,64.0,29.25887849142791,2546.0,210.0,67.06983578672683,21,21
True,5.18180139978366,True,True,5.18180139978366,15.076515955348256,634.0,24.155081987873217,599.0,45.65914965095283,55.0,26.45900914053634,2540.0,186.0,66.09247631067632,21,21
False,,False,False,,,2.0,6.271087627594755,2.0,6.271087627594755,0.0,0.0,4.0,0.0,14.25529324221501,,
False,,False,False,,,2.0,2.962945356179292,2.0,2.962945356179292,0.0,0.0,5.0,0.0,6.877724030450668,,
True,5.625973420134174,True,True,5.625973420134174,18.82949579098371,632.0,26.42103990975688,597.0,52.234337605772666,59.0,31.61404286433673,2526.0,192.0,71.27698803216445,14,21
False,,False,False,,,1.0,2.3696598597784466,1.0,2.3696598597784466,0.0,0.0,1.0,0.0,4.542930191236746,,
True,4.1306405610661,True,True,4.1306405610661,11.412681261629281,673.0,21.240522532559652,633.0,41.20579388439927,54.0,24.88043008426985,2550.0,182.0,69.25188711912948,14,14
True,2.7187716134903983,True,True,2.7187716134903983,12.815097420055414,688.0,21.031730824699128,645.0,43.11033604113511,65.0,24.112206048088467,2556.0,212.0,55.9927651272307,14,14
False,,False,False,,,2.0,4.3179179875601665,2.0,4.3179179875601665,0.0,0.0,2.0,0.0,4.942191039438471,,
True,12.636567703571627,True,True,12.636567703571627,21.858377718935447,680.0,30.838674640281283,636.0,59.88098812390456,73.0,36.720764363043244,2580.0,207.0,72.81053518752915,28,14
True,7.16512851208396,True,True,7.16512851208396,17.152493275703282,683.0,24.354997517037614,652.0,49.26163497094933,54.0,29.20733934466938,2550.0,172.0,71.08319357849265,21,21
True,5.335089114322853,True,True,5.8998469360974735,14.43077254266138,716.0,23.0903740561136,675.0,45.75626581544377,56.0,24.733100887628794,2564.0,185.0,64.9646444804605,14,7
False,,False,False,,,1.0,0.35596493956433445,1.0,0.35596493956433445,0.0,0.0,1.0,0.0,0.6064978277741679,,
False,,False,False,,,1.0,0.3696035941941736,1.0,0.3696035941941736,0.0,0.0,2.0,0.0,3.2777117947653656,,
False,,False,False,,,3.0,2.539529906500502,3.0,2.539529906500502,0.0,0.0,4.0,0.0,7.76539373827536,,
True,5.853628644901565,True,True,5.853628644901565,17.495832872119106,702.0,23.98421115486143,664.0,49.540049541791106,55.0,25.229809251032375,2566.0,189.0,66.771385945676,21,14
True,4.524010748877681,True,True,4.524010748877681,12.885797129843771,695.0,21.57395788478464,646.0,44.89872846135475,60.0,22.201710608618598,2557.0,190.0,65.23755334936209,14,21
True,4.773718206034479,True,True,4.773718206034479,11.931223774442072,648.0,23.7001447228332,613.0,47.05881122168607,50.0,28.478394637103914,2530.0,179.0,69.95181222515944,14,28
True,6.235660754539602,True,True,6.235660754539602,13.572875634534643,696.0,23.83595672983966,654.0,46.41920544004742,72.0,27.279126533089663,2559.0,190.0,54.308910595388916,21,14
True,8.391781281147553,True,True,8.391781281147553,19.686527339110494,670.0,30.093927648631585,637.0,62.65548941522249,55.0,35.61533196525945,2542.0,194.0,71.25237986039362,21,21
False,,False,False,,,1.0,0.7383908485418311,1.0,0.7383908485418311,0.0,0.0,1.0,0.0,0.7752143891599801,,
