Total Duck Population,Vaccinated Chickens,Vaccinated Ducks,Same Species Symptomatic Infection Rate,Same Species Asymptomatic Infection Rate,Different Species Symptomatic Infection Rate,Different Species Asymptomatic Infection Rate,Chicken Symptomatic Latency Period,Duck Symptomatic Latency Period,Chicken Asymptomatic Latency Period,Duck Asymptomatic Latency Period,Chicken Symptomatic Infectious Period,Duck Symptomatic Infectious Period,Chicken Asymptomatic Infectious Period,Duck Asymptomatic Infectious Period,Chicken Symptomatic Probability,Duck Symptomatic Probability,Outbreak,Outbreak Time,Outbreak Chicken,Outbreak Duck,Outbreak Time Chicken,Outbreak Time Duck,Peak Size Whole,Peak Time Whole,Peak Size Chicken,Peak Time Chicken,Peak Size Duck,Peak Time Duck,Final Size Chicken,Final Size Duck,End Time,Detection Time Sentinel,Detection Time Random
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,5.26983958171735,True,True,10.44928166277775,7.226038453125569,2157.0,29.25718818719516,298.0,57.74627568551678,1877.0,29.24705388137554,1447.0,3000.0,290.76091001145664,21,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.3581221031561,1.0,0.3581221031561,0.0,0.0,1.0,0.0,0.3890926153009142,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,5.561432488287158,True,True,14.55797006985974,9.27687603708795,2123.0,33.43384575310541,286.0,63.24508757071857,1846.0,32.56390201855702,1462.0,3000.0,184.5225725789574,28,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.103245269985392,1.0,0.103245269985392,0.0,0.0,1.0,0.0,0.7414982074259872,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,9.83092470749074,True,True,13.284825182946156,16.69819352057563,2124.0,39.20529547418913,294.0,84.29297706245555,1842.0,38.4883754016665,1452.0,3000.0,200.07286006353024,28,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.31066311018343157,1.0,0.31066311018343157,0.0,0.0,1.0,0.0,2.811716531269835,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.5314543150120414,1.0,0.5314543150120414,1.0,1.3878637281714752,1.0,1.0,2.0696913106414385,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.0108498331123366,1.0,1.0108498331123366,0.0,0.0,1.0,0.0,1.5095573899360522,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,6.301086392471372,True,True,15.528252542709753,6.301086392471372,2198.0,31.082255489515287,312.0,58.05208421737383,1898.0,31.91342741431166,1459.0,3000.0,190.86868061837856,21,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.43465514488331,True,True,17.20891043776078,10.43465514488331,2197.0,34.11871880077922,306.0,71.36651329314512,1913.0,33.67641287302828,1465.0,3000.0,196.15352004714615,35,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,7.7448689380715825,True,True,16.367255044966246,8.13441620405892,2174.0,30.686663634101222,264.0,63.746708950491225,1918.0,30.673619136429075,1448.0,3000.0,187.75826161314734,28,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.7992215897656803,1.0,1.7992215897656803,0.0,0.0,1.0,0.0,5.516512737487067,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.803960993768433,True,True,17.587619944690037,13.203551799836891,2107.0,35.88506285236671,272.0,67.63329877397786,1854.0,35.881859228127446,1434.0,3000.0,221.3202412815442,21,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.5105126988308001,1.0,0.5105126988308001,0.0,0.0,1.0,0.0,4.14134563897267,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.4975598635479073,1.0,0.4975598635479073,0.0,0.0,1.0,0.0,2.2482981873987096,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.2307449915570607,1.0,1.2307449915570607,0.0,0.0,1.0,0.0,3.257460991291331,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.3011078517505601,1.0,0.3011078517505601,0.0,0.0,1.0,0.0,0.32692705328202704,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.0075721106196835,1.0,1.0075721106196835,0.0,0.0,1.0,0.0,2.4466701161530113,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,13.79047904158735,True,True,15.929198316775254,16.826149794566415,2146.0,40.478384154596455,271.0,76.83538906157412,1883.0,40.478384154596455,1456.0,3000.0,206.24913664929716,35,42
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.9018002300243126,1.0,0.9018002300243126,0.0,0.0,1.0,0.0,2.080527163773705,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,9.79565779644781,True,True,13.309885144691833,11.160959209731045,2228.0,35.89927464882642,284.0,68.93876581264722,1946.0,35.89927464882642,1460.0,3000.0,184.18138560238734,28,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.650353393404405,1.0,1.650353393404405,0.0,0.0,1.0,0.0,4.224444610801378,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,20.210517846024654,True,True,26.892076229626603,21.022843304422683,2200.0,45.64297557522448,308.0,90.59721223872724,1898.0,45.63270894071022,1453.0,3000.0,216.42793091194991,35,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,9.79983438262122,True,True,12.302845173990633,11.291733492462617,2161.0,33.94111712969679,297.0,71.36829381381585,1888.0,32.99939379769006,1455.0,3000.0,228.79119812149037,21,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,16.70830586465496,True,True,17.607458966524216,17.255113052232613,2172.0,42.8066350022768,301.0,80.47926807722524,1886.0,42.54954744876845,1454.0,3000.0,193.38333851906393,42,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,4.816048741813766,True,True,6.152285269510984,7.467785305032383,2182.0,32.09298039752619,288.0,66.74218621960088,1902.0,32.03704998478876,1445.0,3000.0,196.96233788290976,28,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,2.0,1.423308638272846,1.0,0.9864529375690205,1.0,1.423308638272846,1.0,1.0,2.5763981127143385,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.07391633444570418,1.0,0.07391633444570418,0.0,0.0,1.0,0.0,1.086305740241502,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.48894817801462,True,True,19.526802670817048,10.48894817801462,2177.0,35.03787416468191,314.0,69.76720244790522,1870.0,36.04552197254947,1444.0,3000.0,222.69601014359,28,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.6408139451127005,1.0,0.6408139451127005,0.0,0.0,1.0,0.0,9.04419431398074,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.3581601560273195,1.0,1.3581601560273195,0.0,0.0,1.0,0.0,2.408137941829597,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.0856389287604933,1.0,1.0856389287604933,0.0,0.0,1.0,0.0,1.3242059011404397,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.3272918394974948,1.0,0.3272918394974948,0.0,0.0,1.0,0.0,0.9793392565412797,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.05707461001440445,1.0,0.05707461001440445,0.0,0.0,1.0,0.0,0.9833460451728617,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,18.667377154930126,True,True,27.45384131443034,19.67503997889704,2193.0,43.55121586877749,304.0,83.57516015108237,1900.0,43.57826263314277,1447.0,3000.0,176.57656906337613,35,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,2.3876021111216392,1.0,2.3876021111216392,0.0,0.0,2.0,0.0,6.141093842632765,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.9421478002128207,1.0,0.9421478002128207,0.0,0.0,1.0,0.0,1.9992258065183328,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.057809933818600244,1.0,0.057809933818600244,0.0,0.0,1.0,0.0,0.3820682462086915,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.5753291749141597,1.0,0.5753291749141597,0.0,0.0,1.0,0.0,1.0491195858302937,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,2.2451733273809342,1.0,2.2451733273809342,0.0,0.0,1.0,0.0,2.6828649260716486,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,2.4598153373608374,True,True,7.472335732883356,3.2045357383736826,2171.0,26.527740174984416,297.0,54.84462766938168,1884.0,26.393614267943022,1444.0,3000.0,221.54214013693294,21,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,3.5503061058974277,True,True,4.761049990084171,7.2116786553229995,2119.0,29.7789908828536,294.0,50.50078205472034,1846.0,31.234142957905046,1454.0,3000.0,185.9815797505493,21,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,2.088708772521455,1.0,2.088708772521455,0.0,0.0,1.0,0.0,4.305599308845,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,5.858222540015099,True,True,6.569161723556505,8.229073596853281,2232.0,32.93582491182189,304.0,65.3910716495167,1938.0,33.14602226717022,1462.0,3000.0,183.4108343220328,28,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,6.858967242578412,True,True,8.92688686019495,8.550463684070651,2175.0,33.2668345748358,301.0,63.368892483742044,1896.0,32.03926053818638,1446.0,3000.0,290.021663086905,21,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,5.81374613271627,True,True,12.319861490191649,5.81374613271627,2207.0,28.803777801301187,303.0,52.50651890105076,1915.0,28.744427025217107,1453.0,3000.0,166.41540107340163,21,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.1814885666084707,1.0,1.1814885666084707,0.0,0.0,1.0,0.0,2.9632688783312244,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,21.15339231384104,True,True,27.785818055737476,21.15339231384104,2237.0,43.00699012843386,302.0,95.31073512171301,1947.0,43.353547550660274,1476.0,3000.0,264.3187155966428,28,35
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.718082909203256,True,True,15.478172453075716,10.718082909203256,2132.0,33.58727629864101,294.0,67.4624847612622,1854.0,33.778420772302816,1448.0,3000.0,231.5519393416084,28,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,5.84987177620526,True,True,8.244627367097191,7.84645462710767,2117.0,31.354869155973883,269.0,62.41943672017143,1854.0,31.354869155973883,1436.0,3000.0,190.09067049589453,28,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.6644636159678785,1.0,1.6644636159678785,0.0,0.0,1.0,0.0,3.4052147497514738,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,8.54278383670053,True,True,15.226959198992613,8.54278383670053,2166.0,33.05114210503933,317.0,63.5580581298908,1865.0,33.03932591174364,1470.0,3000.0,203.41839686665176,21,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,8.581049166989882,True,True,14.016434368399768,8.581049166989882,2158.0,33.46310802762447,304.0,67.49430287785074,1870.0,33.12822433411442,1445.0,3000.0,156.34339168996004,21,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,3.715545773336058,1.0,3.715545773336058,0.0,0.0,1.0,0.0,3.8832558808677495,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.27088894773279043,1.0,0.27088894773279043,0.0,0.0,1.0,0.0,6.209867393341543,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,11.189565684444478,True,True,20.86350792079703,12.320895027039361,2251.0,36.88192739387045,333.0,74.48302966561127,1942.0,36.19601240255636,1462.0,3000.0,182.9358989104528,28,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.91874977095402,True,True,17.069259012578033,10.91874977095402,2172.0,35.49420733003602,314.0,70.96794022884082,1865.0,34.60469017282528,1452.0,3000.0,208.65607706783294,35,21
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.6247686243680144,1.0,1.6247686243680144,0.0,0.0,2.0,0.0,3.0220178457297657,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.9628034760034669,1.0,0.9628034760034669,0.0,0.0,1.0,0.0,1.422953447451159,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.600317292197301,True,True,21.515578977548667,14.413716901379463,2115.0,37.88530086127585,283.0,79.77750116906464,1842.0,37.9233436920348,1440.0,3000.0,188.69805787893083,35,28
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.04879893829770915,1.0,0.04879893829770915,0.0,0.0,1.0,0.0,1.3845959580987834,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.10726091767626945,1.0,0.10726091767626945,0.0,0.0,2.0,0.0,3.842298707400979,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.47227558160426397,1.0,0.47227558160426397,0.0,0.0,1.0,0.0,4.313370478618311,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.8535281194045057,1.0,0.8535281194045057,0.0,0.0,1.0,0.0,4.0330303962222445,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.0910062595534172,1.0,0.0910062595534172,0.0,0.0,1.0,0.0,0.3497547540194244,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.13492679486079645,1.0,0.13492679486079645,0.0,0.0,1.0,0.0,0.27236052937151023,,
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.043322959431292,True,True,12.468359361838353,13.851199993112145,2188.0,37.49105325534591,321.0,81.26916216757972,1876.0,37.43901800515057,1457.0,3000.0,224.52014918456842,21,42
3000,1500,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,12.813815183477718,True,True,18.204631954581174,16.51976873692372,2177.0,40.51808894793877,301.0,79.61271165824702,1884.0,39.88134083538024,1452.0,3000.0,197.2942204819894,28,28
