Total Duck Population,Vaccinated Chickens,Vaccinated Ducks,Same Species Symptomatic Infection Rate,Same Species Asymptomatic Infection Rate,Different Species Symptomatic Infection Rate,Different Species Asymptomatic Infection Rate,Chicken Symptomatic Latency Period,Duck Symptomatic Latency Period,Chicken Asymptomatic Latency Period,Duck Asymptomatic Latency Period,Chicken Symptomatic Infectious Period,Duck Symptomatic Infectious Period,Chicken Asymptomatic Infectious Period,Duck Asymptomatic Infectious Period,Chicken Symptomatic Probability,Duck Symptomatic Probability,Outbreak,Outbreak Time,Outbreak Chicken,Outbreak Duck,Outbreak Time Chicken,Outbreak Time Duck,Peak Size Whole,Peak Time Whole,Peak Size Chicken,Peak Time Chicken,Peak Size Duck,Peak Time Duck,Final Size Chicken,Final Size Duck,End Time,Detection Time Sentinel,Detection Time Random
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.16037056053739918,1.0,0.16037056053739918,0.0,0.0,1.0,0.0,3.6799026442939144,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,2.0,2.998368887214705,2.0,2.998368887214705,0.0,0.0,3.0,0.0,5.340740871042955,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,2.990611674176618,1.0,2.990611674176618,0.0,0.0,1.0,0.0,2.9918750745741125,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.03890435492449443,1.0,0.03890435492449443,1.0,1.9054346407583984,1.0,1.0,6.143953132966914,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,2.0,0.5283672622314746,2.0,0.5283672622314746,0.0,0.0,2.0,0.0,3.2301091487761338,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,2.729977060792243,True,True,2.7485756715126968,5.696803741781628,2533.0,26.78650599777477,682.0,43.93590300352381,1909.0,27.13431737237279,2968.0,3000.0,147.7475842773181,14,7
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.30026835486717957,1.0,0.30026835486717957,0.0,0.0,1.0,0.0,0.4698563010097281,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,5.296233483617792,True,True,5.521564269357054,6.416550419257572,2631.0,27.974006625765877,754.0,51.989771853841276,1918.0,28.009113712850713,2973.0,3000.0,196.676356675332,14,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.4293419153372091,1.0,1.4293419153372091,0.0,0.0,1.0,0.0,2.3167684755968816,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,11.878833279831857,True,True,13.828036764301233,13.480819943676343,2594.0,34.19611839731847,734.0,63.515165120121566,1899.0,34.19608840472287,2967.0,3000.0,163.2623646311672,14,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,2.8084161674818855,True,True,3.0479545260395366,4.995152505065281,2628.0,25.975739775867844,741.0,46.203535492963795,1917.0,26.64148541298464,2961.0,3000.0,166.75073201865823,14,14
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.0969414538693154,1.0,1.0969414538693154,0.0,0.0,1.0,0.0,1.8219310085409421,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,1.889996395621804,True,True,7.4500548041537416,3.8245950846298404,2679.0,26.747432062984462,781.0,52.62851358181135,1928.0,27.521966132294754,2976.0,3000.0,282.3122644634564,21,14
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,8.502074229971166,True,True,8.7534411964202,10.891527854409404,2563.0,31.144821298762214,688.0,60.665615578625065,1905.0,33.15748594912504,2973.0,3000.0,196.11856074568448,21,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,9.475694606680737,True,True,17.255922313946442,10.793185681660507,2694.0,31.861730466992384,750.0,61.403921843902644,1957.0,32.134776870592496,2973.0,3000.0,200.71934356421548,28,28
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.7861591515783091,1.0,0.7861591515783091,0.0,0.0,1.0,0.0,0.8089163175071027,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,10.636542138814715,True,True,14.503349336913086,10.636542138814715,2680.0,31.563583712557495,753.0,60.40285209756752,1937.0,31.866419442320783,2969.0,3000.0,154.30740005002585,21,28
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,7.663606980694403,True,True,7.663606980694403,14.351874173523537,2575.0,34.862526108878015,681.0,65.07534499095802,1932.0,35.095463574152035,2955.0,3000.0,187.27152048529075,21,28
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,1.0647784648837277,1.0,1.0647784648837277,0.0,0.0,1.0,0.0,1.8515656383289882,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,7.152442440677136,True,True,13.303252561666563,12.840370891436782,2650.0,34.44579786045991,779.0,65.9541967079888,1898.0,35.46170201980937,2979.0,3000.0,215.2797182362332,28,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,3.616401653070878,True,True,5.847567435233392,4.3186123706508655,2495.0,26.53138306911744,641.0,50.96961841447715,1876.0,26.88316872706948,2975.0,3000.0,200.34861657320022,14,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.2724383328850245,1.0,0.2724383328850245,0.0,0.0,2.0,0.0,8.82995277414515,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,3.283792390358463,True,True,5.000706251125572,3.464175283084475,2627.0,25.892080307139253,723.0,50.584017211397324,1934.0,26.82781960929271,2971.0,3000.0,169.38517882479175,21,14
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,3.3297291823945536,True,True,9.098294477232159,4.6121495038329785,2649.0,24.994398758836926,734.0,44.36340546487548,1934.0,26.064287592732335,2972.0,3000.0,161.24720457417845,21,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,8.519268293409308,True,True,10.06619689467429,9.027702948112823,2673.0,29.484533695611155,730.0,59.62495937266883,1960.0,30.28023840730829,2964.0,2998.0,208.35906657257962,28,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,13.420901122074246,True,True,15.797409417690684,13.451432724721368,2614.0,35.51652767503558,718.0,71.48343400084738,1909.0,35.565199009311954,2969.0,3000.0,178.6180168940217,28,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,3.849398629995806,True,True,3.849398629995806,8.62216572663468,2532.0,33.02271415371425,712.0,64.20845670490631,1879.0,34.40423290027841,2982.0,3000.0,188.2146491559356,21,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.5284392139333063,1.0,0.5284392139333063,0.0,0.0,3.0,0.0,4.280349567691968,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,3.8987959910435857,1.0,3.8987959910435857,0.0,0.0,1.0,0.0,7.633110257070991,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,True,7.557997290846319,True,True,8.591423238930018,12.199415993645033,2659.0,32.274206829291394,723.0,62.32709167846748,1990.0,33.790228976921256,2975.0,3000.0,241.0133374389502,21,21
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.7366006290753124,1.0,0.7366006290753124,0.0,0.0,1.0,0.0,2.4471399973583097,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,2.0,3.0951733747369095,2.0,3.0951733747369095,0.0,0.0,2.0,0.0,3.795829707170943,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.123252787803061,1.0,0.123252787803061,0.0,0.0,1.0,0.0,0.1987935084865662,,
3000,0,0,1.13,1.07,0.3,0.25,1,1,1,1,3.2,3.2,20.0,20.0,0.95,0.05,False,,False,False,,,1.0,0.11050382153771068,1.0,0.11050382153771068,0.0,0.0,1.0,0.0,1.3572824169631075,,
